,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
ODP0129-0801B-043R-001/132-135,,ODP0129,"ANDERSEN, 2015; HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MC-ICP-MS; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,47.3,2.42,13.54,,12.51,,,,,0.153,11.16,6.85,,3.22,1.61,0.512,,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,35.5,,,,,310.0,,,,,90.5,,,,,,,,,,,Northwest,132.0,135.0,133.5,493.52,,,,,,,,,,,,,,,,,,,,,6.848917883108832,40.98751227185929,40.98995360167667,No_database_info,31.519999999999985,801,801,No_database_info
ODP0129-0801B-038R-001/022-025,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.45,2.67,18.62,,5.97,,0.61,,,0.04,4.69,2.0,,2.04,5.8,0.36,,5.67,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,64.0,,,,,67.0,,,162.0,,93.0,,,,,,,4.81,,4.81,,Northwest,22.0,25.0,23.5,466.32,,,,,,,,,,,,,,,,,,,,,1.9992391365608968,58.38793577329562,58.39046876682275,No_database_info,4.319999999999993,801,801,No_database_info
ODP0129-0801B-040R-001/015-018,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.58,3.3,17.42,,9.02,,0.75,,,0.12,2.75,2.63,,2.91,5.88,0.63,,2.68,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,37.0,,,,,82.0,,,105.0,,111.0,,,,,,,2.72,,2.72,,Northwest,15.0,18.0,16.5,477.05,,,,,,,,,,,,,,,,,,,,,2.62866848898157,52.228522973752,52.23231425134216,No_database_info,15.050000000000011,801,801,No_database_info
ODP0129-0801B-041R-001/020-025,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.33,3.56,15.14,,4.27,,5.57,,,0.14,4.52,7.71,,3.88,3.01,0.69,,4.67,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,28.0,,,251.0,,101.0,,,,,,,1.54,,1.54,,Northwest,20.0,25.0,22.5,484.7,,,,,,,,,,,,,,,,,,,,,7.708541678408387,39.02143904609666,39.0241059393416,No_database_info,22.69999999999999,801,801,No_database_info
ODP0129-0801B-041R-001/026-031,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.77,3.31,16.03,,4.76,,4.72,,,0.14,5.2,8.25,,3.81,2.14,0.62,,5.09,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,44.0,,,,,46.0,,,358.0,,90.0,,,,,,,2.0,,2.0,,Northwest,26.0,31.0,28.5,483.26,,,,,,,,,,,,,,,,,,,,,8.248689624077102,40.465299196977554,40.467733059100176,No_database_info,21.25999999999999,801,801,No_database_info
ODP0129-0801B-041R-001/130-136,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.08,3.24,15.8,,4.28,,5.79,,,0.15,4.86,7.64,,3.71,2.61,0.61,,4.71,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,45.0,,,250.0,,90.0,,,,,,,1.55,,1.55,,Northwest,130.0,136.0,133.0,484.3,,,,,,,,,,,,,,,,,,,,,7.638710759172631,40.91219063936098,40.91467406265642,No_database_info,22.30000000000001,801,801,No_database_info
ODP0129-0801B-042R-002/000-007,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.91,2.89,17.42,,4.63,,4.68,,,0.14,6.5,8.36,,3.43,1.96,0.54,,2.93,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,69.0,,,276.0,,72.0,,,,,,,1.97,,1.97,,Northwest,0.0,7.0,3.5,489.05,,,,,,,,,,,,,,,,,,,,,8.358858704841346,43.135645476483205,43.13786207327448,No_database_info,27.05000000000001,801,801,No_database_info
ODP0129-0801B-042R-002/129-134,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.33,2.92,16.96,,4.04,,5.7,,,0.14,7.18,8.06,,3.26,1.82,0.56,,2.85,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,39.0,,,,,92.0,,,298.0,,71.0,,,,,,,2.09,,2.09,,Northwest,129.0,134.0,131.5,490.34,,,,,,,,,,,,,,,,,,,,,8.058816434650286,43.54571187245634,43.548118024891615,No_database_info,28.33999999999997,801,801,No_database_info
ODP0129-0801B-043R-001/022-027,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.88,2.94,15.23,,4.7,,5.7,,,0.13,8.28,6.21,,4.02,1.9,0.55,,4.58,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,39.0,,,,,163.0,,,379.0,,86.0,,,,,,,4.17,,4.17,,Northwest,22.0,27.0,24.5,492.24,,,,,,,,,,,,,,,,,,,,,6.208837569745815,43.27841414493204,43.28101357249557,No_database_info,30.24000000000001,801,801,No_database_info
ODP0129-0801B-043R-001/128-134,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.43,2.48,13.11,,5.73,,5.72,,,0.15,10.58,6.59,,2.76,1.46,0.46,,6.16,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,375.0,,,1388.0,,89.0,,,,,,,3.27,,3.27,,Northwest,128.0,134.0,131.0,493.48,,,,,,,,,,,,,,,,,,,,,6.589027785605591,42.00223081925516,42.00460968878252,No_database_info,31.480000000000015,801,801,No_database_info
ODP0129-0801B-043R-004/005-010,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.2,3.08,16.83,,4.11,,4.59,,,0.2,3.58,6.15,,3.84,3.27,0.59,,6.82,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,,,,,41.0,,,234.0,,81.0,,,,,,,2.14,,2.14,,Northwest,5.0,10.0,7.5,496.53,,,,,,,,,,,,,,,,,,,,,6.148753029363693,44.4433818144886,44.44604287203871,No_database_info,34.52999999999997,801,801,No_database_info
ODP0129-0801B-044R-001/018-024,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.87,3.26,16.8,,3.76,,4.16,,,0.31,2.65,9.37,,4.01,2.94,0.57,,7.69,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,60.0,,,214.0,,79.0,,,,,,,1.57,,1.57,,Northwest,18.0,24.0,21.0,501.88,,,,,,,,,,,,,,,,,,,,,9.368795299554751,38.51842394647454,38.520358454674856,No_database_info,39.88,801,801,No_database_info
ODP0129-0801B-044R-001/107-113,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.13,3.26,17.72,,4.32,,3.22,,,0.18,3.05,4.35,,3.12,4.57,0.57,,6.96,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,35.0,,,,,107.0,,,347.0,,87.0,,,,,,,3.34,,3.34,,Northwest,107.0,113.0,110.0,502.77,,,,,,,,,,,,,,,,,,,,,4.348795299554753,49.62434524874271,49.62738945119021,No_database_info,40.76999999999998,801,801,No_database_info
ODP0129-0801B-044R-002/027-032,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.42,3.27,17.7,,3.75,,3.27,,,0.13,3.03,3.56,,3.2,5.67,0.55,,4.38,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,93.0,,,264.0,,69.0,,,,,,,2.06,,2.06,,Northwest,27.0,32.0,29.5,503.42,,,,,,,,,,,,,,,,,,,,,3.5588375697458154,49.755268054747766,49.75822429372859,No_database_info,41.420000000000016,801,801,No_database_info
ODP0129-0801B-044R-003/028-033,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.65,3.16,17.22,,4.18,,5.04,,,0.14,4.21,7.24,,4.08,2.31,0.57,,3.65,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,,,,,59.0,,,285.0,,83.0,,,,,,,1.4,,1.4,,Northwest,28.0,33.0,30.5,504.91,,,,,,,,,,,,,,,,,,,,,7.238795299554754,43.489263059567534,43.49166895087493,No_database_info,42.910000000000025,801,801,No_database_info
ODP0129-0801C-001R-001/014-020,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.06,2.69,14.18,,4.49,,6.34,,,0.16,10.14,7.44,,2.58,1.57,0.51,,5.31,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,247.0,,,381.0,,84.0,,,,,,,2.42,,2.42,,Northwest,14.0,20.0,17.0,493.84,,,,,,,,,,,,,,,,,,,,,7.438922110127939,42.13836219756452,42.1408164583884,No_database_info,31.83999999999997,801,801,No_database_info
ODP0129-0801C-001R-001/109-114,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.92,2.8,14.72,,3.62,,6.4,,,0.15,9.58,6.46,,3.45,1.75,0.6,,5.3,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,40.0,,,,,197.0,,,263.0,,86.0,,,,,,,3.77,,3.77,,Northwest,109.0,114.0,111.5,494.79,,,,,,,,,,,,,,,,,,,,,6.458731894268162,43.24927358852442,43.25220364957529,No_database_info,32.79000000000002,801,801,No_database_info
ODP0129-0801C-001R-005/033-038,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.13,3.14,16.57,,3.96,,5.79,,,0.16,5.08,6.59,,4.63,2.43,0.57,,4.36,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,36.0,,,,,57.0,,,312.0,,76.0,,,,,,,2.9,,2.9,,Northwest,33.0,38.0,35.5,498.88,,,,,,,,,,,,,,,,,,,,,6.588795299554754,42.70747720596632,42.70988839285808,No_database_info,36.88,801,801,No_database_info
ODP0129-0801C-002R-001/112-118,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.53,3.07,16.31,,4.25,,5.32,,,0.16,4.68,7.14,,3.94,2.14,0.61,,6.92,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.0,,,,,42.0,,,307.0,,83.0,,,,,,,1.86,,1.86,,Northwest,112.0,118.0,115.0,504.12,,,,,,,,,,,,,,,,,,,,,7.138710759172631,42.819811709926,42.82244705979772,No_database_info,42.120000000000005,801,801,No_database_info
ODP0129-0801C-002R-003/114-119,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.25,3.17,16.77,,3.73,,5.27,,,0.19,4.9,6.34,,3.98,2.45,0.6,,7.39,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.0,,,,,114.0,,,279.0,,78.0,,,,,,,2.13,,2.13,,Northwest,114.0,119.0,116.5,506.98,,,,,,,,,,,,,,,,,,,,,6.338731894268162,44.724025892141725,44.72677614640306,No_database_info,44.98000000000002,801,801,No_database_info
ODP0129-0801C-002R-004/071-076,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.95,3.15,16.4,,3.66,,6.19,,,0.15,5.28,7.13,,3.86,2.33,0.54,,5.82,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,46.0,,,246.0,,87.0,,,,,,,1.36,,1.36,,Northwest,71.0,76.0,73.5,507.81,,,,,,,,,,,,,,,,,,,,,7.128858704841345,42.89184236783233,42.89417029322224,No_database_info,45.81,801,801,No_database_info
ODP0129-0801C-005R-001/103-105,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.13,1.23,18.78,,4.76,,0.61,,,0.07,1.86,5.02,,1.37,6.88,0.02,,6.74,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,,,,46.0,,,125.0,,39.0,,,,,,,3.53,,3.53,,Northwest,103.0,105.0,104.0,532.23,,,,,,,,,,,,,,,,,,,,,5.019957729808938,49.93633706048125,49.936439110909866,No_database_info,70.23000000000002,801,801,No_database_info
ODP0129-0801C-005R-002/087-089,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.35,1.2,19.62,,3.85,,1.96,,,0.1,3.06,13.57,,2.93,0.7,0.02,,7.27,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,88.0,,,,,85.0,,,326.0,,48.0,,,,,,,1.7,,1.7,,Northwest,87.0,89.0,88.0,533.33,,,,,,,,,,,,,,,,,,,,,13.56995772980894,39.34171529846294,39.34177592802297,No_database_info,71.33000000000004,801,801,No_database_info
ODP0129-0801C-005R-003/038-043,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.91,1.15,19.39,,3.46,,3.6,,,0.13,4.79,13.14,,2.74,0.06,0.07,,5.06,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,86.0,,,,,89.0,,,493.0,,56.0,,,,,,,1.44,,1.44,,Northwest,38.0,43.0,40.5,534.15,,,,,,,,,,,,,,,,,,,,,13.139852054331286,40.51940435865862,40.51963212783411,No_database_info,72.14999999999998,801,801,No_database_info
ODP0129-0801C-005R-003/125-131,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.59,1.03,6.63,,6.62,,9.58,,,0.39,4.05,6.94,,1.28,1.28,0.05,,15.92,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,120.0,,,168.0,,181.0,,,,,,,1.49,,1.49,,Northwest,125.0,131.0,128.0,535.02,,,,,,,,,,,,,,,,,,,,,6.9398943245223474,29.156367980006674,29.156614341690386,No_database_info,73.01999999999998,801,801,No_database_info
ODP0129-0801C-006R-002/029-034,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.43,0.98,16.32,,2.54,,5.9,,,0.14,9.67,11.48,,2.16,0.05,0.05,,4.45,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,79.0,,,,,240.0,,,383.0,,53.0,,,,,,,1.51,,1.51,,Northwest,29.0,34.0,31.5,542.08,,,,,,,,,,,,,,,,,,,,,11.479894324522348,39.99957488182592,39.99976325055986,No_database_info,80.08000000000004,801,801,No_database_info
ODP0129-0801C-006R-002/119-124,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.4,1.0,17.22,,3.44,,4.85,,,0.16,7.69,12.84,,2.37,0.02,0.01,,3.91,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,283.0,,,505.0,,69.0,,,,,,,1.1,,1.1,,Northwest,119.0,124.0,121.5,542.98,,,,,,,,,,,,,,,,,,,,,12.839978864904468,38.70864892381295,38.70868236097628,No_database_info,80.98000000000002,801,801,No_database_info
ODP0129-0801C-006R-003/037-042,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,40.58,0.98,17.53,,2.87,,2.48,,,0.18,2.71,16.37,,2.63,0.9,0.01,,12.28,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,220.0,,,323.0,,52.0,,,,,,,1.86,,1.86,,Northwest,37.0,42.0,39.5,543.56,,,,,,,,,,,,,,,,,,,,,16.36997886490447,33.33038956788715,33.330413920488155,No_database_info,81.55999999999995,801,801,No_database_info
ODP0129-0801C-007R-001/053-058,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.26,1.93,13.23,,3.5,,9.12,,,0.2,6.96,11.16,,2.68,0.08,0.16,,2.58,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,71.0,,,576.0,,98.0,,,,,,,0.59,,0.59,,Northwest,53.0,58.0,55.5,550.63,,,,,,,,,,,,,,,,,,,,,11.15966183847151,34.800660282049435,34.80122312638902,No_database_info,88.63,801,801,No_database_info
ODP0129-0801C-007R-001/099-105,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.01,1.96,13.58,,3.35,,8.43,,,0.19,6.62,11.44,,2.73,0.06,0.15,,3.86,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,73.0,,,,,71.0,,,607.0,,101.0,,,,,,,0.85,,0.85,,Northwest,99.0,105.0,102.0,551.09,,,,,,,,,,,,,,,,,,,,,11.43968297356704,34.87754864348824,34.878064983757746,No_database_info,89.09000000000003,801,801,No_database_info
ODP0129-0801C-007R-003/000-005,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.04,1.97,13.82,,6.4,,6.46,,,0.15,6.18,11.16,,2.79,0.44,0.1,,2.95,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,58.0,,,502.0,,107.0,,,,,,,1.11,,1.11,,Northwest,0.0,5.0,2.5,552.98,,,,,,,,,,,,,,,,,,,,,11.159788649044694,35.27567849023157,35.276024503809005,No_database_info,90.98000000000002,801,801,No_database_info
ODP0129-0801C-007R-004/077-083,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.88,2.01,13.71,,4.17,,7.65,,,0.17,6.64,11.31,,2.76,0.07,0.09,,1.7,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,76.0,,,,,67.0,,,622.0,,106.0,,,,,,,0.91,,0.91,,Northwest,77.0,83.0,80.0,555.2,,,,,,,,,,,,,,,,,,,,,11.309809784140224,35.25324896379357,35.253562475228186,No_database_info,93.20000000000005,801,801,No_database_info
ODP0129-0801C-007R-004/137-142,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.61,1.91,13.41,,3.06,,8.3,,,0.19,6.25,12.31,,2.82,0.1,0.09,,4.41,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,56.0,,,644.0,,94.0,,,,,,,0.51,,0.51,,Northwest,137.0,142.0,139.5,555.8,,,,,,,,,,,,,,,,,,,,,12.309809784140224,33.078922683503805,33.07920488955575,No_database_info,93.79999999999995,801,801,No_database_info
ODP0129-0801C-008R-001/065-067,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.66,2.19,15.92,,7.86,,2.25,,,0.08,2.99,10.65,,3.47,0.84,0.14,,7.3,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,73.0,,,,,61.0,,,269.0,,70.0,,,,,,,2.14,,2.14,,Northwest,65.0,67.0,66.0,560.15,,,,,,,,,,,,,,,,,,,,,10.649704108662572,37.99390767354933,37.99439549921616,No_database_info,98.14999999999998,801,801,No_database_info
ODP0129-0801C-008R-001/101-106,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.38,1.9,13.32,,2.76,,9.57,,,0.23,6.61,11.77,,2.69,0.1,0.09,,3.61,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,55.0,,,561.0,,107.0,,,,,,,0.55,,0.55,,Northwest,101.0,106.0,103.5,560.51,,,,,,,,,,,,,,,,,,,,,11.769809784140223,33.93308864893563,33.93338762406797,No_database_info,98.51,801,801,No_database_info
