,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
329-U1368F-5R-3-W 93/97,,,,,,,,,,,,,,,,,,49.78,2.43,13.14,,4.446092825332887,,9.444516457200402,,,0.2,5.97,10.06899004267425,,2.99,0.12,0.231,,1.774227766080953e-13,,,,,,,,,,,,,,,,36.87491905795429,43.24376514743859,48.45994912280702,0.2672608277250809,112.2768541442411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.019587906976745,18.19879269779893,3.015221146155097,17.57493833965932,5.260976519867549,1.81315619980726,6.85930595466707,1.270623759430766,8.559011408501147,1.799732418554477,5.316243079225464,0.8465639862353752,5.642952968804922,0.8274611670952142,,,,,,12.64361516426461,0.5295151793199814,,,,,,,47.84,0.007017701441899921,,18.58247783032732,,4.360087641466727,,,,,523.7104246070605,6.559890495867769,,,,,,4.141469893532658,,,,1917.559936305733,,0.5287605148019772,,,1.253129170355157,,,,,,45.15699196303556,,,1.164643099141296,115.61,,,0.2601211390541842,,,0.1203279960796827,445.98,,43.34810646310224,,132.91,,,,,,,,,,,South,,,,41.075,74.0,41.055,41.095,A4,P7(F5),14.94,99.86999004267442,7.751892909507447,,41.055,41.095,0.0,5.0,0.0,4.6,0.4,0.0,0.0,0.0,0.0,10.06850182196749,36.003834113848455,36.00470984511243,OLD_Oceanic_Crust,31.875000000000004,U1368,U1368
329-U1368F-6R-1-W 83/87,,,,,,,,,,,,,,,,,,50.82,2.36,14.5,,4.054052507602338,,5.522352743157895,,,0.18,6.0,11.35049786628734,,2.9,0.38,0.251625,,0.6399999999999295,,,,,,,,,,,,,,,,68.0251530351315,50.65860476123387,61.09641753126025,0.3739666931007137,120.6107046979866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.891873735741446,20.77236787148595,3.454155848954382,20.32243814737991,6.054859647869847,2.000962005142766,7.786695529905561,1.429258317608389,9.488222566945606,2.010245166994548,5.956132163903305,0.9640157353090054,6.285378953923978,0.9188235393972799,,,,,,48.54077171186238,0.5517295695351443,,,,,,,215.22,0.2899772511043153,,19.42220754102735,,4.996991053227633,,,,,1658.4163445890251,6.050022837858293,,,,,,5.403311830782842,,,,2088.7706449044585,,0.7346844505546601,,,6.796691460085954,,,,,,47.28709595639616,,,1.59323087340785,163.65,,,0.3777443357312568,,,0.1454810327540107,398.04,,50.21094821003965,,150.69,,,,,,,,,,,South,,,,44.75,75.0,44.73,44.77,,,10.19,99.57212286628729,5.579304044484792,,44.73,44.77,0.1,2.0,0.0,1.9,0.1,0.0,0.0,0.0,0.0,11.34996605444605,35.962735402424755,35.96359787999348,OLD_Oceanic_Crust,35.55,U1368,U1368
329-U1368F-6R-1-W 119/123,,,,,,,,,,,,,,,,,,49.242,2.27,13.783,,7.252054262187087,,5.34415116403162,,,0.19,5.84,10.97418207681365,,2.71,0.56,0.235125,,0.8996401439422796,,,,,,,,,,,,,,,,47.31128007048727,38.52080666507063,44.71701878408843,0.3667196750883485,107.3875361542582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.159151241569864,19.06463943766736,3.152942615501273,18.97944368010785,5.60919643648388,1.84764922813036,7.212046635264162,1.334613203983695,9.059115909682676,1.898533820688725,5.552314127397,0.9077543410716757,5.837100532110092,0.8686308838867123,,,,,,25.44363010013451,0.5729248549665308,,,,,,,212.97,0.7269564658839544,,18.40963284210526,,4.729094922937444,,,,,2443.9819814996163,6.899952287536775,,,,,,4.889813079031345,,,,1951.8020780254778,,0.7154845955233231,,,13.53094904362574,,,,,,45.66100036268948,,,1.554279826019216,143.15,,,0.2595792238824206,,,0.1172990894178046,398.94,,46.08133078693394,,141.62,,,,,,,,,,,South,,,,45.11,76.0,45.09,45.13,,,13.19,99.89394722075592,7.063435729705419,,45.09,45.13,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10.973685137879986,35.52268375930548,35.52351098283174,OLD_Oceanic_Crust,35.91,U1368,U1368
329-U1368F-7R-1-W 48/50,,,,,,,,,,,,,,,,,,49.96,2.21,13.46,,3.747120510018217,,8.633591540983605,,,0.21,6.55,10.76059743954481,,2.51,0.19,0.243375,,1.775291664401609e-13,,,,,,,,,,,,,,,,56.37631269808507,40.51413392316196,46.18935450984659,0.2427792369625849,102.203525247128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.884508226065253,18.34702884987353,3.039381273554256,18.27139581829356,5.440995035935564,1.7756461383749,6.927523236380956,1.28265727978233,8.654651672365206,1.843026222769771,5.310362949367089,0.8754944589640328,5.625422581946436,0.8365346892544113,,,,,,16.99848231915275,0.5776459278409743,,,,,,,202.6,0.02231375766871165,,17.78295987225549,,4.616164912678612,,,,,829.2081722945126,6.011793896007581,,,,,,4.493841592601389,,,,2020.2863614649684,,0.7664969436049496,,,2.062237680673455,,,,,,43.24120142021722,,,1.515409610894942,114.78,,,0.2160351784413707,,,0.1050044806378132,374.8,,44.273613939344,,141.4,,,,,,,,,,,South,,,,47.89,77.0,47.88,47.9,,,13.34,99.43397243954497,6.967374278074867,,47.88,47.9,0.1,4.0,0.0,3.9,0.1,0.0,0.0,0.0,0.0,10.760083064157334,36.0281029582369,36.029004883889534,OLD_Oceanic_Crust,38.69,U1368,U1368
329-U1368F-7R-1-W 90/92,,,,,,,,,,,,,,,,,,49.21,2.24,13.75,,4.056525731518374,,8.544126841633465,,,0.21,6.68,11.00469416785206,,2.56,0.18,0.25575,,0.0,,,,,,,,,,,,,,,,57.06330727175654,41.84923304801671,45.92861717551729,0.2813441675854466,105.3937313432836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.246021992926982,19.04030625,3.197308082607048,19.09377080334728,5.705065926802423,1.875029113448535,7.174944172755923,1.338189639974142,8.983292306210318,1.909499495115033,5.63111042933097,0.8965405095872604,5.968051824922762,0.8661766444885798,,,,,,14.77736638021379,0.4968967846247713,,,,,,,219.65,0.02871596176821983,,18.36071659800664,,4.801653290966863,,,,,785.5656369105908,6.376065097963887,,,,,,4.913218310387335,,,,2123.0127866242037,,0.7052165845211136,,,1.951339572192514,,,,,,45.61992484943945,,,1.471299427312776,116.2,,,0.3016096664132537,,,0.09980223721968329,392.8,,46.82648579250721,,142.94,,,,,,,,,,,South,,,,48.31,78.0,48.3,48.32,,,13.55,99.64044416785207,7.060229814528594,,48.3,48.32,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.004153637783864,36.02780106117877,36.028728842900726,OLD_Oceanic_Crust,39.11,U1368,U1368
329-U1368F-7R-2-W 8/13,,,,,,,,,,,,,,,,,,51.2,2.43,15.15,,2.522471372297153,,5.190775764932562,,,0.18,6.3,11.93022759601707,,3.02,0.18,0.25575,,0.6797281087565114,,,,,,,,,,,,,,,,133.8813864556143,81.69673425402685,66.67949898971676,0.5100032570321094,117.9759545333688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.596891042682202,20.29431092424468,3.414539942634485,20.21515196022688,6.068504037673588,2.0369194410138,7.722183208045986,1.432537800055361,9.673939978672887,2.035893303253122,6.019660004177744,0.9609809266589057,6.320251639503628,0.9065870371667463,,,,,,63.98844971229921,0.5469169076274725,,,,,,,227.47,0.02192988205128204,,20.06985950364964,,5.06908214853509,,,,,785.5656369105908,7.38333175587691,,,,,,4.916836457689377,,,,2123.0127866242037,,1.106480021719664,,,1.701666693474062,,,,,,50.40767177471562,,,1.681073758736733,187.42,,,0.2874585307421776,,,0.06197640035824886,431.79,,50.58994228035539,,149.33,,,,,,,,,,,South,,,,48.945,79.0,48.92,48.97,F11,,8.29,99.61570570477359,4.672438315098469,,48.92,48.97,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,11.929687065948874,36.0675534649797,36.068397368331624,OLD_Oceanic_Crust,39.745000000000005,U1368,U1368
329-U1368F-7R-2-W 46/48,,,,,,,,,,,,,,,,,,49.646,2.2,13.327,,4.975594721634952,,8.157964750528542,,,0.21,6.28,10.56735419630157,,2.57,0.28,0.2475,,0.0600000000000378,,,,,,,,,,,,,,,,52.57717166287016,41.23220909166568,45.57309205355214,0.246780679383329,100.3884482758621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.061167348613218,18.4453434355463,3.099331597143321,18.53172947208121,5.447440309975268,1.849651031592521,7.044486390438246,1.309943818591949,8.651692778280543,1.859419038188577,5.445755005317466,0.8728707563401991,5.661442141561603,0.8293716717687734,,,,,,16.86618959776838,0.6140141029711953,,,,,,,196.21,0.2322515408320493,,18.25753350828363,,4.699725,,,,,1221.9909907498081,6.041560648262263,,,,,,4.764755460343571,,,,2054.5285031847134,,0.8207577968526467,,,5.769793761874604,,,,,,43.88797294378288,,,1.582460659425911,115.32,,,0.2628572772002565,,,0.1080012862541547,382.56,,45.38088655954632,,138.25,,,,,,,,,,,South,,,,49.31,80.0,49.3,49.32,A11,P8(F6),14.04,99.42785419630158,7.327804591194968,,49.3,49.32,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.566831102687187,35.949460732981194,35.950383059891955,OLD_Oceanic_Crust,40.11,U1368,U1368
329-U1368F-7R-2-W 93/95,,,,,,,,,,,,,,,,,,48.11,2.21,13.8,,8.219661450681452,,5.769304694386694,,,0.23,5.62,10.94366998577525,,2.59,0.59,0.259875,,0.7389654483723305,,,,,,,,,,,,,,,,46.82601711276941,37.51108786000415,44.19591331083748,0.2217436164554982,105.4131741201376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.234160808705477,18.77850294774453,3.190591722198183,19.00681675662551,5.66936060497048,1.896400153217569,7.150323785177763,1.32293142933625,9.047618765279191,1.920108273787655,5.652856095973665,0.9285392620977186,6.13124948477579,0.909446426977227,,,,,,15.96396667667367,0.5753769630019947,,,,,,,233.31,0.8163193758573387,,18.53287085109199,,4.724292767796225,,,,,2574.909587651381,5.630852532251666,,,,,,5.146652313584182,,,,2157.2549283439494,,0.6313380268510207,,,15.9020838465729,,,,,,46.02423725237261,,,1.499963526220615,119.17,,,0.3137928295402685,,,0.3047498679857971,396.74,,47.7925427147315,,136.79,,,,,,,,,,,South,,,,49.78,81.0,49.77,49.79,,,14.63,99.72251043414758,7.875662089423905,,,,,,,,,,,,,10.943120737480147,35.75394033049885,35.75486543468729,OLD_Oceanic_Crust,40.58,U1368,U1368
329-U1368F-7R-2-W 113/115,,,,,,,,,,,,,,,,,,50.63,2.31,14.08,,5.206369912922327,,6.159267078369906,,,0.2,6.22,11.20810810810811,,2.78,0.37,0.259875,,0.2598960415834712,,,,,,,,,,,,,,,,68.21553682309855,49.89990558895067,52.82223721246612,0.3970960541668441,113.1583489827856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.609294386967358,19.11042776411049,3.351237791867074,19.88997597663842,5.830275042212518,1.987656332453826,7.685109418998605,1.414709183757376,9.33015755571098,1.99768730247263,5.928418495076097,0.9567683943991778,6.159809871206683,0.9313651403260099,,,,,,28.55026656760773,0.5778112963262061,,,,,,,211.62,0.2877264983004353,,18.96466227093492,,4.987997951811859,,,,,1614.7738092051034,5.617625887170155,,,,,,4.94647454029822,,,,2157.2549283439494,,0.5953215254005202,,,7.012204499509891,,,,,,48.84063573780774,,,1.545032752642204,135.41,,,0.3534960512367791,,,0.1238907312453052,396.75,,51.5553889414667,,146.17,,,,,,,,,,,South,,,,49.980000000000004,82.0,49.97,49.99,,,12.05,100.3678791496916,6.521923300334378,,49.97,49.99,0.1,1.3,0.0,1.1,0.2,0.0,0.0,0.0,0.0,11.207558859813007,35.706689088351524,35.7075934001202,OLD_Oceanic_Crust,40.78,U1368,U1368
329-U1368F-7R-3-W 16/20,,,,,,,,,,,,,,,,,,49.541,2.29,14.314,,5.298531770476842,,5.719021406570842,,,0.2,5.99,11.31998577524893,,2.76,0.33,0.27225,,0.6998600279943684,,,,,,,,,,,,,,,,59.6742573104543,45.09402960068726,46.45650166141507,0.5477331030536337,110.7059054910243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.478592846650214,19.92287729303156,3.308404239982696,19.70133332148538,5.907353937431394,1.986474314147391,7.617528106030307,1.374707605322643,9.366119733219856,2.013756413998377,5.745111615384616,0.9322243688389796,5.99718116494236,0.8897180956349875,,,,,,34.37188651182356,0.5395657165342528,,,,,,,213.52,0.3148191911385884,,19.65040161797753,,4.973154437869822,,,,,1440.2036676694165,8.235759446752681,,,,,,5.409326193975624,,,,2259.981353503185,,0.6409412573373359,,,7.143710549229346,,,,,,47.87940613446151,,,1.580568064516129,147.8,,,0.3057860060146317,,,0.2404225585981947,371.62,,48.46853914102881,,143.13,,,,,,,,,,,South,,,,50.519999999999996,83.0,50.5,50.54,,,11.653,99.3700958032433,6.356695740464521,,50.5,50.54,0.1,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,11.31941037227311,35.970602041419376,35.97154775555245,OLD_Oceanic_Crust,41.31999999999999,U1368,U1368
329-U1368F-8R-1-W 31/36,,,,,,,,,,,,,,,,,,50.73,2.35,14.34,,4.623482586027112,,5.7028656725756,,,0.19,6.05,11.26913229018492,,2.9,0.28,0.25575,,0.5794205794204713,,,,,,,,,,,,,,,,90.38068325707405,55.26051339867739,52.01212757392234,0.3782888239863291,117.4397503941146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.084080467592731,21.17090603217158,3.457940620980381,20.62365647441669,5.992356113455742,1.975608466178371,7.678680074495738,1.42750623684135,9.5885737509398,2.069544286655684,6.108880397074655,1.010269072086977,6.53598639226724,0.9662645343839353,,,,,,27.29913749510881,0.5745205684773724,,,,,,,220.93,0.1364514814814815,,19.02909507712591,,4.973359890610757,,,,,1221.9909907498081,6.220421040785705,,,,,,5.460776320467944,,,,2123.0127866242037,,0.6721335051842767,,,4.478018255710749,,,,,,46.68726426280583,,,1.552244947205769,146.94,,,0.3860757822866064,,,0.1068296484736355,404.41,,50.96014089018099,,148.59,,,,,,,,,,,South,,,,57.335,85.0,57.31,57.36,,,10.96,99.9043028696054,5.744420366492147,,57.31,57.36,0.0,5.0,0.0,4.8,0.2,0.0,0.0,0.0,0.0,11.268591760116724,35.936844225131786,35.93772934733307,OLD_Oceanic_Crust,48.135000000000005,U1368,U1368
329-U1368F-8R-1-W 129/134,,,,,,,,,,,,,,,,,,49.47,2.32,14.26,,6.735363544817007,,4.864172809664694,,,0.19,5.71,11.1877667140825,,2.81,0.51,0.251625,,1.219756048790241,,,,,,,,,,,,,,,,56.95209808147173,37.67667744790592,49.44927480544402,0.4103999638336347,116.7737155963303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.325947088713036,19.40083795620438,3.215730665658094,19.25608222440662,5.773267510064357,1.909360147114297,7.219584746911806,1.375829899526142,9.025132327299058,1.957437774002371,5.701395085106384,0.952611520743445,6.108135880093434,0.8813330320542173,,,,,,47.33204555040066,0.5165811805838174,,,,,,,223.38,0.8377094202898551,,18.63841805398288,,4.806045952109464,,,,,2225.7693045800074,5.937866016407518,,,,,,4.812192126863485,,,,2088.7706449044585,,0.618184889187374,,,12.91245632681393,,,,,,46.81003849812495,,,1.476721268330332,159.5,,,0.2946280403639047,,,0.1920964975589047,384.58,,46.92970862542956,,145.21,,,,,,,,,,,South,,,,58.315,86.0,58.29,58.34,,,12.14,100.0691477628727,6.424008372093025,,58.29,58.34,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.18723490224121,35.850504768937,35.85137629733352,OLD_Oceanic_Crust,49.114999999999995,U1368,U1368
329-U1368F-8R-1-W 143/148,,,,,,,,,,,,,,,,,,50.59,2.31,14.08,,4.352852283757111,,6.180432944618601,,,0.19,6.05,11.29964438122333,,2.81,0.31,0.251625,,0.5992808629644653,,,,,,,,,,,,,,,,75.868892981593,47.1330986236192,65.88984838709678,0.4244259828476341,123.5580068854099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.079989653035184,20.33284220363994,3.54799902819562,20.61539899164926,6.073180334547221,2.047313637626789,8.006257788156198,1.47697011789497,9.82252475916653,2.103901873910965,6.269141765100672,1.013125094594916,6.548286258847472,0.9945998048946296,,,,,,30.66374725925926,0.5640791547380654,,,,,,,210.22,0.1106278715312853,,19.05933785677235,,5.018745670592303,,,,,1352.9185969015732,5.51467146929714,,,,,,5.524043818101357,,,,2088.7706449044585,,0.6748765106460253,,,4.009106053329964,,,,,,48.45354325420345,,,1.589258937436753,150.54,,,0.4032924525774307,,,0.1314779172099087,392.09,,53.58535844570045,,147.11,,,,,,,,,,,South,,,,58.455,87.0,58.43,58.48,,,11.22,99.7105502441878,6.235685902221054,,58.43,58.48,0.4,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.29911256938204,35.5706205583169,35.571489500335154,OLD_Oceanic_Crust,49.254999999999995,U1368,U1368
329-U1368F-8R-2-W 121/124,,,,,,,,,,,,,,,,,,49.43,2.23,13.43,,5.460256475800952,,7.766769171779142,,,0.22,6.27,10.63854907539118,,2.61,0.3,0.251625,,0.2797202797203376,,,,,,,,,,,,,,,,54.25039797921772,40.29244385409942,46.15929524918682,0.2651612235475183,101.0305363878305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.875141315677581,17.19907966280295,3.044740368556385,18.09376458427916,5.364383302235179,1.829339160758144,6.98880238159139,1.294604821012691,8.52977332916644,1.826581277225018,5.385431472271915,0.8710639232906643,5.590766382634843,0.8313182430555556,,,,,,19.09743722304284,0.5454497791088098,,,,,,,197.67,0.2657783438924743,,17.59888955111534,,4.665310961272477,,,,,1309.2760615176514,5.764902921031426,,,,,,4.032445862702742,,,,2088.7706449044585,,0.839217272522014,,,5.140613484505709,,,,,,42.83163150268392,,,1.575303661971831,118.25,,,0.2584808805113074,,,0.116995523893172,382.04,,45.44230340541026,,143.73,,,,,,,,,,,South,,,,58.725,88.0,58.71,58.74,,,14.09,99.74989435511152,7.07386180246136,,58.71,58.74,0.3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.63801726354989,35.917364236566065,35.91829308338124,OLD_Oceanic_Crust,49.525000000000006,U1368,U1368
329-U1368F-9R-1-W 29/33,,,,,,,,,,,,,,,,,,48.57,2.16,13.65,,7.942700044314742,,5.487569960116732,,,0.18,5.77,10.81145092460882,,2.74,0.55,0.231,,0.799520287827393,,,,,,,,,,,,,,,,41.86113458305238,37.613626741011,47.05882828583582,0.1946471684107428,95.77502876569037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.797532793001874,17.81059778009535,2.976717658402204,17.62813846872591,5.142391671592775,1.779179472662569,6.665630670925261,1.249233539592468,8.314039865339904,1.799324441523242,5.242152761509722,0.8274403361392496,5.441875986636971,0.8029314444444444,,,,,,11.46720171867933,0.5356270512820513,,,,,,,220.4,0.5342835406946606,,17.87009652596976,,4.452981469648563,,,,,2400.3394461156945,8.382769506616569,,,,,,4.524256153600695,,,,1917.559936305733,,0.6231726528730333,,,12.9776684508618,,,,,,45.00655499863051,,,1.516123107170393,119.15,,,0.251328352856373,,,0.1363926713356678,386.14,,43.15865178042998,,134.89,,,,,,,,,,,South,,,,62.91,89.0,62.89,62.93,,,14.04,99.50197121243622,7.353929048795552,,62.89,62.93,0.1,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,10.810962703902062,35.53742623019878,35.538247540897565,OLD_Oceanic_Crust,53.709999999999994,U1368,U1368
329-U1368F-9R-1-W 95/99,,,,,,,,,,,,,,,,,,48.98,2.22,13.5,,6.650336473478504,,6.758697173869346,,,0.2,6.05,10.7300853485064,,2.77,0.36,0.2475,,0.3195526263231124,,,,,,,,,,,,,,,,47.35382651366202,38.40027458537732,46.41994430930242,0.2831671316154915,102.0859235585703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.905073022259254,18.23415167635226,3.02801430284048,17.83462253554535,5.528081163134144,1.828464243323442,6.938705163290487,1.292652511018463,8.458266143181536,1.836585736078002,5.329815157061432,0.8405895357057673,5.582077625998737,0.804949409606264,,,,,,16.63407683486239,0.5099771059099747,,,,,,,198.03,0.5077253028729665,,18.45441668286277,,4.754266293674354,,,,,1571.1312738211816,5.642012233586769,,,,,,4.414497526988029,,,,2054.5285031847134,,0.7112275528456848,,,9.768507029144525,,,,,,44.66265131686868,,,1.747849152759949,123.93,,,0.2126892552075876,,,0.154702917550773,373.34,,44.85663473048024,,141.76,,,,,,,,,,,South,,,,63.57,90.0,63.55,63.59,,,14.16,99.5371379748295,7.393284291547571,,63.55,63.59,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.729562254892016,35.567526049041184,35.56841731189485,OLD_Oceanic_Crust,54.370000000000005,U1368,U1368
329-U1368F-10R-1-W 0/3,,,,,,,,,,,,,,,,,,47.87,2.31,13.87,,8.028404964586102,,6.274435531872508,,,0.23,5.5,10.82162162162162,,2.91,0.42,0.2805,,0.4398240703718916,,,,,,,,,,,,,,,,48.43924902580933,39.96018407624634,49.21234768286662,0.2947734058603172,106.4487194169703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.471692670615197,19.57992272727272,3.282559127031259,19.44853769138448,5.859293831101393,1.947768246599007,7.222770047876851,1.37226638463211,8.998746636120876,1.944572863485318,5.643872088352651,0.9436704113115462,6.09199265555473,0.8842148750905092,,,,,,17.40180520735796,0.558484970409878,,,,,,,199.39,0.5641944271104177,,19.59023370491803,,4.923106352833639,,,,,1832.986486124712,6.827140597059543,,,,,,5.075576474354947,,,,2328.4656369426757,,0.6192139709988638,,,10.44748337597395,,,,,,46.86038469025743,,,1.563088456014363,121.69,,,0.313957514342347,,,0.2526570727198339,406.03,,47.96889384332926,,145.48,,,,,,,,,,,South,,,,66.615,91.0,66.6,66.63,A5,P9(F7),15.0,99.65194569199352,8.352165120469731,,66.6,66.63,0.1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.821028782191986,35.75879910314523,35.75979286082231,OLD_Oceanic_Crust,57.41499999999999,U1368,U1368
329-U1368F-10R-1-W 3/5,,,,,,,,,,,,,,,,,,48.23,2.38,13.3,,5.30284999565548,,8.187435003910068,,,0.22,6.5,10.62837837837838,,2.52,0.37,0.251625,,0.84,,,,,,,,,,,,,,,,58.12487777871268,41.80915517169727,49.56306991809381,0.2973948340115656,105.8939312671546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22129122836845,18.58957725963902,3.203017524752475,18.86966159509759,5.640043701920738,1.918279535864979,7.3912207763632,1.36765473641225,9.026552767861956,1.914682280417036,5.700601564148413,0.9147319377293713,5.868086213367322,0.8775360592915324,,,,,,14.14530456553756,0.5725249549659798,,,,,,,163.53,0.1548175025075225,,17.91012378862905,,4.994859028831563,,,,,1614.7738092051034,7.657551447745439,,,,,,4.999443406495985,,,,2088.7706449044585,,0.5929858105376633,,,4.740560460079484,,,,,,44.77793177062436,,,1.561276576916173,89.52,,,0.2912240781000601,,,0.1426756558015713,297.98,,47.42631004486518,,121.4,,,,,,,,,,,South,,,,66.64,92.0,66.63,66.65,F5,,14.4,99.6400033783784,7.31596889712624,,66.63,66.65,0.1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.627846566537091,35.780964369052235,35.781895184752535,OLD_Oceanic_Crust,57.44,U1368,U1368
329-U1368F-10R-1-W 112/116,,,,,,,,,,,,,,,,,,49.81,2.28,13.88,,3.577327176108914,,8.246405541501977,,,0.2,6.25,11.13691322901849,,2.79,0.17,0.2475,,0.1599680063987027,,,,,,,,,,,,,,,,61.44305823514624,42.76579436236459,48.06360903154501,0.2778029966951371,105.8454825518511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35911775417299,18.51508826792108,3.246879581372566,19.19733759915953,5.555697279805353,1.905238123405242,7.341317448457092,1.363084582986527,9.021618312233553,1.912235497805948,5.706546302949063,0.9354931464249463,6.038289028300124,0.9105655495383618,,,,,,11.46251835535976,0.5432200566210046,,,,,,,210.93,0.0172294708683638,,18.32789895234078,,4.845516544385971,,,,,741.9231015266691,5.010134947315604,,,,,,4.418301731401677,,,,2054.5285031847134,,0.6573886198114471,,,1.573796284390659,,,,,,46.17974128572744,,,1.579919118176365,122.21,,,0.3313755239810368,,,0.1341703674302563,406.52,,48.16309301251851,,144.41,,,,,,,,,,,South,,,,67.74000000000001,93.0,67.72,67.76,,,12.74,99.6643812354172,6.704674477338703,,67.72,67.76,0.1,4.5,0.2,4.3,0.0,0.0,0.0,0.0,0.0,11.136390135404106,35.678559377538626,35.67943166001449,OLD_Oceanic_Crust,58.540000000000006,U1368,U1368
