,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
329-U1365E-11R-3-W 77/81,,,,,,,,,,,,,,,,,,48.862,1.82,13.59,,4.497975028490028,,7.660822474358975,,,0.23,6.9,11.67596017069701,,2.58,0.12,0.165,,0.6191332135012519,,,,,,,,,,,,,,,,52.94822167969714,44.21884985595426,38.80461635098383,0.2762476371731016,83.8120915684346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.018531907636053,12.13206511634799,2.161027989146756,13.29210890822056,3.273669891079573,1.204936514214474,4.758587572491249,0.8892117024257892,5.950832521688953,1.302294147919143,3.850126017219157,0.8120863005750191,5.467578939178328,0.8392615515083764,,,,,,6.93243806442901,0.3352632653081805,,,,,,,117.81,0.02408711269121219,,12.2738652190214,,3.061077750565109,,,,,523.7104246070605,4.72359743031568,,,,,,2.9567696785245854,,,,1369.6856687898091,,0.9032857727415418,,,1.015540292830171,,,,,,47.22449045282577,,,1.250853246985016,107.83,,,0.220463551206116,,,0.176833822760032,379.52,,26.49914817272272,,95.09,,,,,,,,,,,South,,,,118.8,51.0,118.78,118.82,,,13.01,99.5720933841983,11.45459777128526,,118.78,118.82,0.1,3.0,0.7,1.0,1.0,0.2,0.0,0.0,0.0,11.675611441620754,34.674181442025755,34.67474239973468,OLD_Oceanic_Crust,47.8,U1365,U1365
329-U1365E-12R-1-W 19/23,,,,,,,,,,,,,,,,,,50.13,1.92,13.96,,4.557870854784405,,7.048916230694036,,,0.21,6.8,11.21827880512091,,2.71,0.09,0.177375,,0.3799240151969632,,,,,,,,,,,,,,,,55.45338424476029,45.34515622579467,50.97015357343838,0.2212206906014178,101.3185943650343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.984004667527437,13.41765130922529,2.246703893888705,13.81422670658418,4.29057850620802,1.557143133097762,5.805911369306777,1.083255832413846,7.247783493384353,1.557312393046849,4.648385055115064,0.7544862949370479,4.896663360735533,0.7393396120090576,,,,,,11.55721503518874,0.4010721999443053,,,,,,,129.33,0.007252453895996026,,17.97524740402996,,3.507252870739945,,,,,392.7828184552954,7.167728455946497,,,,,,2.410050469874183,,,,1472.412093949045,,0.4486418437637403,,,0.4430943465628915,,,,,,48.42559583375399,,,1.010073994169096,107.91,,,0.1377014168072152,,,0.06811564073637248,391.84,,37.01813758277082,,100.63,,,,,,,,,,,South,,,,119.91,52.0,119.89,119.93,,,12.39,99.98557782031786,6.475957981925403,,119.89,119.93,0.1,2.5,0.0,1.0,1.0,0.2,0.0,0.0,0.0,11.217903921363936,35.875215052277646,35.875843471985064,OLD_Oceanic_Crust,48.91,U1365,U1365
329-U1365E-12R-1-W 71/76,,,,,,,,,,,,,,,,,,48.91,1.93,14.17,,7.05293954496325,,5.901354409533075,,,0.21,6.02,10.84196301564723,,2.73,0.59,0.177375,,0.6394884092725116,,,,,,,,,,,,,,,,27.36824332581352,30.6180368219681,29.12316288371169,0.1969569269025475,64.2180785435731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.190575359753102,12.24563889006108,2.21217999408733,13.08983153760859,3.357020832427771,1.275089319064542,4.869168663498654,0.9134239049247523,6.041538012453318,1.346066113619673,3.961460122986258,0.8656699809746422,5.623600044813955,0.8658464206734351,,,,,,5.62243355240968,0.4477285629641548,,,,,,,128.55,0.3431785265238391,,11.89163394001153,,3.113543523798959,,,,,2574.909587651381,4.702758381737222,,,,,,2.7932571724339885,,,,1472.412093949045,,1.062090780543478,,,8.957418704595447,,,,,,35.8712843711644,,,1.237360836664616,110.84,,,0.2182757917271586,,,0.1796871386531967,399.19,,24.26227542427497,,102.34,,,,,,,,,,,South,,,,120.435,53.0,120.41,120.46,,,13.61,99.82882642491973,11.3476326346018,,120.41,120.46,0.1,20.0,3.0,13.0,4.0,0.06,0.0,0.0,0.0,10.841588131890257,36.32166257134241,36.32229718257896,OLD_Oceanic_Crust,49.435,U1365,U1365
329-U1365E-12R-2-W 66/68,,,,,,,,,,,,,,,,,,47.97,1.93,14.16,,9.072206153214214,,5.092014462107208,,,0.19,5.2,10.46564722617354,,2.78,0.94,0.198,,1.038546035550293,,,,,,,,,,,,,,,,47.91482889838687,35.30296308547789,27.29050771892058,0.1704791505356136,100.4775656903766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.542423492694511,13.69948427581931,2.337782399026838,14.35880381083606,4.438658774422551,1.551188411567675,5.818124925426709,1.101389962198827,7.475023350032912,1.602644748052815,4.86644365550959,0.7931436503470953,5.029836381669845,0.7290243684210527,,,,,,13.75666816934941,0.4644139115742595,,,,,,,128.44,0.3632381623649916,,18.1329834005487,,3.605388362313898,,,,,4102.398326088641,7.565390912523601,,,,,,3.018810320197812,,,,1643.622802547771,,0.598637906137184,,,16.70480009610764,,,,,,49.04909467068781,,,1.215333272251309,111.86,,,0.2285727302905818,,,0.2141320362008513,393.0,,39.28025941778127,,101.51,,,,,,,,,,,South,,,,121.49000000000001,54.0,121.48,121.5,,,14.73,99.60219326172384,7.816566645218549,,121.48,121.5,0.1,45.0,10.0,10.0,25.0,0.1,0.0,0.0,0.0,10.465228751282032,36.51423217744008,36.51494861933832,OLD_Oceanic_Crust,50.49000000000001,U1365,U1365
329-U1365E-12R-3-W 17/21,,,,,,,,,,,,,,,,,,50.07,2.02,14.71,,5.761257212606837,,5.326868508653847,,,0.2,6.38,10.7300853485064,,2.84,0.54,0.18975,,0.7996801279487326,,,,,,,,,,,,,,,,50.70992731277534,41.76450868683619,67.91358046100241,0.175622471825695,96.05174023136246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.248947859282984,13.49968761462391,2.322506138363226,14.40514298689752,4.520543359670383,1.600490200810786,5.858541152708925,1.103012075042925,7.534602014488511,1.593451472314876,4.730749734194323,0.7845214877218577,5.01809870905105,0.7218156877470355,,,,,,9.55817436561367,0.4430626831890235,,,,,,,124.12,0.2059163952665115,,18.78564749555099,,3.734233212176283,,,,,2356.6969107317727,8.702383873200583,,,,,,2.4054221453035862,,,,1575.1385191082804,,0.6264599948313736,,,10.34420989074181,,,,,,49.81857651895665,,,1.328123831457734,116.55,,,0.1633977487183787,,,0.1142157770629588,404.83,,38.49437459544383,,105.63,,,,,,,,,,,South,,,,122.5,55.0,122.48,122.52,,,11.68,100.1595154764552,6.28045847950639,,122.48,122.52,0.1,16.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,10.729684310068706,37.26318998689335,37.26387829576586,OLD_Oceanic_Crust,51.5,U1365,U1365
329-U1365E-12R-3-W 128/132,,,,,,,,,,,,,,,,,,49.16,1.82,13.66,,4.19464282493225,,7.726821457560975,,,0.22,6.86,11.66578947368421,,2.66,0.08,0.165,,0.4593569003395184,,,,,,,,,,,,,,,,53.92034226804125,43.09327245300199,49.57905011441648,0.2070742857142857,91.00162483156882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72396592184835,11.95521284189545,2.06324199693636,12.60950406329114,4.159963623740783,1.428403442136498,5.280624953574417,1.026818124033593,6.919015081265099,1.468535900453288,4.34838899033056,0.7073304214294382,4.482518305375129,0.654396852242744,,,,,,7.244852494947925,0.3645342547012058,,,,,,,123.72,0.007626357996671204,,17.90412717486339,,3.353955749801339,,,,,349.1402830713737,5.891356348099843,,,,,,2.338883712018858,,,,1369.6856687898091,,0.4270188034188034,,,1.299188664818886,,,,,,47.29061516961439,,,1.120815102040817,107.24,,,0.150649007908842,,,0.05751567193290423,384.36,,36.25134941176471,,93.01,,,,,,,,,,,South,,,,123.61,56.0,123.59,123.63,,,12.78,99.53014637402373,6.526343464653097,,123.59,123.63,0.6,5.7,0.0,4.9,0.0,0.8,0.0,0.0,0.0,11.665440744607954,34.72889101107396,34.72945085664761,OLD_Oceanic_Crust,52.61,U1365,U1365
329-U1365E-12R-4-W 60/64,,,,,,,,,,,,,,,,,,49.56,1.87,13.63,,3.771853996328691,,8.28733140330418,,,0.23,6.89,11.36066856330014,,2.55,0.14,0.169125,,0.1798201798201157,,,,,,,,,,,,,,,,56.03222300544697,44.88707487408612,52.86899855238641,0.2330568850206138,100.0911410305015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.938510800516462,13.10377058073031,2.219795949223905,13.82606305421332,4.331114738619678,1.571535146364495,5.91675997029703,1.099474553635709,7.38063051265472,1.574222839930053,4.718544144609425,0.7588023859335952,4.94744843621162,0.7413226721823292,,,,,,8.039501834470988,0.3852095753971941,,,,,,,115.13,0.02727243458980044,,18.12424430798479,,3.530479743028977,,,,,610.9954953749041,5.276386024376088,,,,,,2.380698551879507,,,,1403.9278105095543,,0.5140112887502437,,,1.088980125373985,,,,,,48.10975691270644,,,1.135236782236073,107.24,,,0.1451739477034954,,,0.0670480448871001,401.46,,37.57445564781676,,95.3,,,,,,,,,,,South,,,,124.3,57.0,124.28,124.32,,,12.98,99.55961374312025,7.067044457425641,,124.28,124.32,0.1,3.5,0.0,3.0,0.5,0.0,0.0,0.0,0.0,11.360311115996977,35.2812128915816,35.2818064349349,OLD_Oceanic_Crust,53.3,U1365,U1365
329-U1368F-2R-1-W 13/17,,,,,,,,,,,,,,,,,,47.981,1.91,16.48,,5.373965439300411,,3.55413110462963,,,0.12,6.72,10.66906116642959,,3.19,0.69,0.3341250000000001,,1.777866560127961,,,,,,,,,,,,,,,,111.763547713423,40.60157962566846,48.34474402233788,0.2344117073170731,70.50348494554773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48433401737691,30.55415278969957,4.039897186995905,20.34686634194457,4.666496437214454,1.652156626506024,5.478896610970662,0.8727981044413883,5.451422798710812,1.103447555852108,3.154108682131099,0.4946336656976744,3.027473146881288,0.441943,,,,,,117.079761509747,0.7689323703471761,,,,,,,205.17,0.3439530583501006,,17.26574807907294,,3.922914749262537,,,,,3011.334941490598,27.11482659066017,,,,,,15.39280913097292,,,,2773.6134792993644,,0.8599764438676185,,,8.82945508959207,,,,,,35.49025732588382,,,1.315751642688988,299.6,,,1.3684729137273066,,,0.4444369485869225,259.82,,26.53756332811276,,141.28,,,,,,,,,,,South,,,,9.35,58.0,9.33,9.37,A12,P1(F1),9.323,99.19505272655753,4.981180608695652,,9.33,9.37,0.3,15.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,10.668354990050172,39.35697791884177,39.35818477285837,OLD_Oceanic_Crust,0.15000000000000036,U1368,U1368
329-U1368F-2R-2-W 13/17,,,,,,,,,,,,,,,,,,47.681,1.8,16.341,,5.355173701907532,,3.59534366828322,,,0.13,7.0,11.13691322901849,,3.24,0.56,0.33825,,2.278177458033589,,,,,,,,,,,,,,,,110.768318662464,38.3236235319558,51.67401528040565,0.1812889630601913,77.6727998081228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8599620698577,29.01747494467244,3.872320773536501,19.47530505882353,4.375917267328789,1.523534316952739,5.079996009475744,0.8112650002833234,4.990939426896299,0.9886307457360993,2.872194050123254,0.4498777843066135,2.902705819573503,0.4326518888888889,,,,,,113.4097128702599,0.7584342860639766,,,,,,,361.18,0.2004346586063312,,16.23700484353742,,3.602183932418641,,,,,2443.9819814996163,32.38459629349471,,,,,,14.419544727735726,,,,2807.8556210191086,,1.054309391259105,,,7.323613430282293,,,,,,32.74980984157465,,,1.386556391213389,305.99,,,1.3183863690294408,,,0.4699877389929299,251.53,,25.01377364347147,,136.09,,,,,,,,,,,South,,,,10.629999999999999,59.0,10.61,10.65,F12,,9.35,99.85534068705206,4.779271252429281,,10.61,10.65,0.0,11.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,11.136198334412166,38.4256081175906,38.42678263679089,OLD_Oceanic_Crust,1.4299999999999997,U1368,U1368
329-U1368F-2R-2-W 134/138,,,,,,,,,,,,,,,,,,47.17,1.82,16.35,,5.333096610953432,,3.660213050141911,,,0.13,7.89,10.2622332859175,,3.09,0.56,0.32175,,2.477522477522383,,,,,,,,,,,,,,,,116.8375799014778,38.27387521377546,42.10849857514418,0.1850442428785607,63.60793103448275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55596,28.44917952755906,3.806048219395866,18.97293166336633,4.317978184347104,1.553502607837609,5.05340167565179,0.8130667619828685,5.041045821381434,1.01842614132611,2.86494310738255,0.4593310118271784,2.874730967998486,0.4196483245033113,,,,,,130.1165384615384,0.7684058121215683,,,,,,,227.78,0.3434060492344642,,16.32962783978276,,3.588916545784225,,,,,2443.9819814996163,25.51504325426242,,,,,,13.137242271114404,,,,2670.8870541401275,,0.5952350019554165,,,7.726633080568721,,,,,,33.27796609244903,,,1.19537337254902,306.45,,,1.249404355070533,,,0.3792465686659854,249.6,,24.93393412177986,,133.77,,,,,,,,,,,South,,,,11.84,60.0,11.82,11.86,A13,P2(F1),9.4,99.4715057634399,4.952381711711712,,11.82,11.86,0.0,8.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,10.2615532642188,40.17374514059567,40.17496566032853,OLD_Oceanic_Crust,2.6400000000000006,U1368,U1368
329-U1368F-2R-3-W 110/115,,,,,,,,,,,,,,,,,,47.53,1.73,17.08,,5.341834542664211,,3.30134891160221,,,0.12,6.88,10.91315789473684,,3.16,0.65,0.3135,,2.099160335865556,,,,,,,,,,,,,,,,136.8987903484082,38.92609556555065,44.16323181135476,0.2522523543734782,67.16027574115397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36843474485831,27.79996864054456,3.694851717473164,18.32135232215399,4.239731334763206,1.517481935771632,4.874344408157246,0.7781738862772909,4.864080283471499,0.9891750704933159,2.733838188863247,0.4308252468377304,2.72331324110672,0.390412602122016,,,,,,109.0504609192417,0.7546332797717669,,,,,,,218.76,0.3026431733120415,,16.44974694850949,,3.4651708120965,,,,,2836.7647999549113,28.13535276225412,,,,,,12.625163486683656,,,,2602.402770700637,,1.217319675986412,,,9.588289734379432,,,,,,30.88365886673662,,,1.260403648719289,314.33,,,1.3697895627698342,,,0.401257964351858,231.03,,24.12231311769291,,130.4,,,,,,,,,,,South,,,,13.065,61.0,13.04,13.09,A14,P3(F1),9.01,99.48581823060242,4.908734947794588,,13.04,13.09,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,10.912495309491954,39.883894596371135,39.88501662306296,OLD_Oceanic_Crust,3.865,U1368,U1368
329-U1368F-2R-4-W 61/64,,,,,,,,,,,,,,,,,,45.79,1.48,13.87,,4.646341706114399,,4.764292464497041,,,0.15,14.71,7.933143669985776,,2.41,0.52,0.268125,,2.817745803357315,,,,,,,,,,,,,,,,376.9777434106412,54.46922637755102,36.67529532448101,0.1794646873830026,65.28215149586252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18382647314949,23.0213037184022,3.057783720944803,15.28624594131566,3.475566612617599,1.257497701257272,4.113300154936231,0.6564138708487085,4.068268773928362,0.8096416745720119,2.348912731272295,0.3503475209235209,2.248118522620708,0.3248792018592297,,,,,,96.10332675119518,0.661417017736619,,,,,,,725.52,0.203679384829783,,13.82114887356322,,2.913227371519131,,,,,2269.411839963929,30.17630463108321,,,,,,11.117110055239184,,,,2225.7392117834397,,0.805675252062328,,,7.253929411764707,,,,,,27.56321423409718,,,0.9833787744969951,241.78,,,1.1519093015177546,,,0.2944401527521728,209.07,,20.15955902723735,,113.72,,,,,,,,,,,South,,,,13.885,62.0,13.87,13.9,A1,P4(F2),9.94,99.88901447334308,5.237096756985605,,13.87,13.9,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.93257698523686,42.25885743114396,42.26018408051663,OLD_Oceanic_Crust,4.6850000000000005,U1368,U1368
329-U1368F-2R-4-W 86/90,,,,,,,,,,,,,,,,,,45.573,1.48,13.675,,2.740504802597131,,6.605545677662582,,,0.16,15.36,7.780583214793742,,2.31,0.42,0.268125,,2.758896441423571,,,,,,,,,,,,,,,,378.6695816138278,56.45842227206165,38.41818002152262,0.2155383403148287,69.73892111865266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7070879389313,24.36836645127447,3.226223917050691,16.02889740847847,3.582631452173229,1.285869824679703,4.197215671812969,0.6828636649849921,4.101136550032055,0.8420081858495504,2.406101274759459,0.3802700162936741,2.459413953428201,0.363046474094208,,,,,,88.13925245608813,0.6894632600591336,,,,,,,725.48,0.1139745551601424,,13.69810654495775,,3.019474993850636,,,,,1832.986486124712,11.34911148908858,,,,,,9.877610532933469,,,,2225.7392117834397,,0.8086720449260305,,,5.289984765084277,,,,,,27.33349323282667,,,0.9588313789205991,220.84,,,1.3729935040228949,,,0.3122328301106401,206.21,,20.05662582167476,,113.33,,,,,,,,,,,South,,,,14.14,63.0,14.12,14.16,F1,,10.08,99.8656046562173,5.48437395010395,,,,,,,,,,,,,7.7800165300448265,42.63260225300098,42.63397172697176,OLD_Oceanic_Crust,4.940000000000001,U1368,U1368
329-U1368F-3R-1-W 19/21,,,,,,,,,,,,,,,,,,50.19,2.46,13.59,,6.622658245728588,,6.090607578844272,,,0.21,5.45,10.61820768136558,,2.97,0.34,0.235125,,0.5198960207958724,,,,,,,,,,,,,,,,25.96519107801542,37.76170626250644,47.98354331498933,0.3297552855704845,127.2647278382582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.241363624382208,18.02580869668528,3.120519903956973,18.81963330455352,5.486041266600281,1.932477270672273,7.255177091231179,1.346565227895135,8.874363575447836,1.913112167882863,5.647234177172806,0.9244939883886887,6.084196346895075,0.9022432971925619,,,,,,23.09394645941278,0.5245275823024231,,,,,,,47.33,0.2516474947305029,,19.29314514449155,,4.612126252158894,,,,,1483.8462030533383,5.097977384914742,,,,,,4.156657689428702,,,,1951.8020780254778,,0.6219003702440689,,,5.841394915844934,,,,,,48.55384528507068,,,1.442152605372726,134.33,,,0.3071217142378126,,,0.1356191716117591,444.59,,45.5833239575458,,138.03,,,,,,,,,,,South,,,,21.0,64.0,20.99,21.01,F2,,13.39,99.97322870216144,7.155821285840969,,20.99,21.01,0.0,9.0,0.0,6.5,2.5,0.0,0.0,0.0,0.0,10.617710742431917,35.622614605688035,35.623458304416936,OLD_Oceanic_Crust,11.8,U1368,U1368
329-U1368F-3R-1-W 21/23,,,,,,,,,,,,,,,,,,49.15,2.41,13.32,,8.599064426825239,,5.841842015857285,,,0.2,5.1,10.05881934566145,,2.95,0.48,0.231,,0.8791208791207823,,,,,,,,,,,,,,,,27.28974960359624,35.81202279915097,55.0776082942097,0.2561681571562208,106.6241515729266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.237503488408278,18.91764489795919,3.099022579019266,18.05570056045519,5.366068060794689,1.859781289551399,6.843984877776299,1.272785915492529,8.638928560475875,1.828544089179478,5.390917652125529,0.8734411948145481,5.721830709646701,0.8075701276595745,,,,,,20.18881999688036,0.564910189062638,,,,,,,50.79,0.6631259493670888,,19.39510517678812,,4.57819437719199,,,,,2094.841698428242,5.697111727399369,,,,,,4.460809613452135,,,,1917.559936305733,,0.741918503937008,,,11.28604543574316,,,,,,46.59308333807222,,,1.422678181818182,130.23,,,0.2829777810416404,,,0.2159839280763595,442.12,,43.19655125874127,,135.88,,,,,,,,,,,South,,,,21.020000000000003,65.0,21.01,21.03,A2,P5(F3),15.09,99.86894022478222,7.83299134595163,,,,,,,,,,,,,10.058331124954691,36.018034633116,36.01889921150323,OLD_Oceanic_Crust,11.820000000000004,U1368,U1368
329-U1368F-4R-1-W 23/27,,,,,,,,,,,,,,,,,,49.508,2.42,12.69,,4.260352202212806,,10.16005301800848,,,0.23,5.783,10.50165149359886,,2.726,0.217,0.2256375,,-0.1733960862028816,,,,,,,,,,,,,,,,31.38459030690758,39.89408842398822,45.8128245740498,0.2671462466207378,105.1533786357761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.586243849719445,16.16953634422885,2.7679965129683,16.60353011352736,4.900356954115353,1.698185799782372,6.385592268619185,1.179177496407345,7.810877500175009,1.681273770352544,4.962143311927275,0.812454836977795,5.330962751173708,0.7904933225806451,,,,,,13.56728542498064,0.5107133133274717,,,,,,,40.26,0.07219238777229513,,16.82971408385077,,4.099134489051095,,,,,947.0430178311012,6.253048036408264,,,,,,3.7842847724182342,,,,1873.0451520700638,,0.8190722504230121,,,1.951686036846924,,,,,,42.94661488513976,,,1.305301152876461,97.62,,,0.2583189983951308,,,0.1089715485217037,367.4,,39.75126446731795,,118.33,,,,,,,,,,,South,,,,28.55,66.0,28.53,28.57,,,15.5493,99.67719290739599,7.258962421114717,,28.53,28.57,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.501174606587082,34.76381906108204,34.76464483489666,OLD_Oceanic_Crust,19.35,U1368,U1368
329-U1368F-4R-1-W 66/68,,,,,,,,,,,,,,,,,,49.012,2.43,13.678,,6.791817523193098,,6.568364229126211,,,0.23,5.53,10.86230440967283,,2.96,0.35,0.251625,,0.4797121726963294,,,,,,,,,,,,,,,,31.01364587595211,38.20681232277207,29.84416622619799,0.2977807105459985,112.0657296954315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.463433585884796,17.2964876616356,3.070007714465607,18.19865904513064,5.415933349145979,1.840347704918033,7.031860286280659,1.318640132538925,9.028056696546656,1.963238520127243,5.708848789364539,0.9261608200335489,6.050446429743655,0.8811955166444739,,,,,,16.81827333263969,0.4360770545940318,,,,,,,56.93,0.4538576047133381,,19.078896,,4.298110990502035,,,,,1527.4887384372598,6.072079430672575,,,,,,4.363017173695088,,,,2088.7706449044585,,0.6278970274891491,,,8.32773330208138,,,,,,47.24774591402929,,,1.324318069992165,130.17,,,0.3776968175963006,,,0.558583794372237,420.59,,50.98241046547714,,119.53,,,,,,,,,,,South,,,,28.97,67.0,28.96,28.98,,,14.09,99.87364158236916,6.933135022983703,,28.96,28.98,3.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,10.861772597831541,35.36549818728534,35.36638238172483,OLD_Oceanic_Crust,19.77,U1368,U1368
329-U1368F-4R-1-W 129/131,,,,,,,,,,,,,,,,,,47.985,2.39,13.06,,9.395079203596659,,6.088428716763007,,,0.23,5.12,10.15035561877667,,2.86,0.41,0.231,,0.8200000000000429,,,,,,,,,,,,,,,,30.64155784444101,37.02358859708328,45.50742028804468,0.3269097556300911,105.0550081124932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.713133787820304,17.34345976806422,2.923516624735672,17.4024725012182,5.171839651284886,1.770380267379679,6.711387313273378,1.225392444366438,8.30673890884665,1.749082124671592,5.04120007813983,0.7933440041052775,5.312801671951489,0.7576705890274822,,,,,,16.15018989604123,0.5375192754758361,,,,,,,47.35,0.503947953661424,,19.12824496182184,,4.347350949367089,,,,,1789.3439507407902,6.679923137541749,,,,,,3.9956886559134808,,,,1917.559936305733,,0.6882243854046597,,,10.05682551631142,,,,,,46.92245131640588,,,1.388002307692308,124.51,,,0.2462681989221412,,,0.2339373132172988,458.18,,41.88163337114,,130.89,,,,,,,,,,,South,,,,29.6,68.0,29.59,29.61,A3,P6(F4),16.16,99.41635561877672,8.3732454844735,,29.59,29.61,0.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,10.149867398069912,35.620692985416945,35.62155542805382,OLD_Oceanic_Crust,20.400000000000002,U1368,U1368
329-U1368F-4R-1-W 131/133,,,,,,,,,,,,,,,,,,49.43,2.45,13.41,,7.748658511904762,,5.968207339285715,,,0.2,5.34,10.36394025604552,,2.99,0.43,0.231,,0.7593924860111961,,,,,,,,,,,,,,,,25.42817008200259,34.78790028220696,49.83082831544898,0.6383322090447022,120.1222346048464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383023342071573,18.47380875186474,3.18510051498847,19.18524630191158,5.620192355218614,1.971305926885827,7.403496524084778,1.366555125930245,8.999690733393034,1.934280386420216,5.725222319709954,0.9261919920357186,6.03308931603573,0.8975867335996227,,,,,,24.37834842437601,0.5655988249942825,,,,,,,48.95,0.6023045246828211,,19.60446289868523,,4.694770047784949,,,,,1876.6290215086337,5.508398327631109,,,,,,4.369004252482328,,,,1917.559936305733,,0.6887376625245885,,,10.02704094437792,,,,,,49.34428568621947,,,1.499799482470785,136.65,,,0.3377987851687807,,,0.100223401167696,455.88,,46.5268729099835,,140.52,,,,,,,,,,,South,,,,29.619999999999997,69.0,29.61,29.63,F3,,14.38,99.98433274205672,7.712962556634305,,29.61,29.63,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,10.363452035338762,35.628952857188274,35.62979317918954,OLD_Oceanic_Crust,20.419999999999998,U1368,U1368
